area,status,bhk,bathroom,age,location,builder,price
872,Ready to move,2,,1,Sembakkam,MP Developers,3749000
1346,Under Construction,3,2,,Selaiyur,DAC Promoters,9354000
2225,Under Construction,3,,0,Mogappair,Casagrand Builder Private Limited,15100000
1028,Ready to move,2,2,3,Ambattur,Dugar Housing Builders,4900000
588,Under Construction,2,1,0,Pallavaram,Radiance Realty Developers India Ltd,4228000
2221,Under Construction,3,3,0,Virugambakkam,Traventure Homes Pvt Ltd,18800000
885,Under Construction,3,,0,Thirumazhisai,Urbanrise,3800000
936,Ready to move,3,,6,Moolakadai,Navin Housing Properties P LTD,7299000
2275,Ready to move,4,,1,Ottiyambakkam,Jones foundation private limited,12500000
622,Under Construction,2,,0,Perungalathur,Isha Homes,2456000
1305,Under Construction,3,,0,Gerugambakkam,Kochar Homes Pvt Ltd,6787000
1500,Ready to move,3,3,1,Anna Nagar,Pushkar Properties Pvt Ltd,24000000
2200,Under Construction,3,,0,Gopalapuram,Pushkar Properties Pvt Ltd,40700000
919,Under Construction,2,,0,Pammal,Asset Tree Homes,5146000
965,Under Construction,2,,0,Porur,Urban Tree Infrastructures,6947000
2343,Ready to move,4,4,5,Navallur,Olympia Group,11300000
353,Under Construction,1,,0,Thirumazhisai,Vijay Raja Homes Private Limited,1800000
1450,Under Construction,3,,0,Anna Nagar,Kamalam Builder Pvt Ltd,22400000
1833,Ready to move,3,,,Sholinganallur,Appaswamy Real Estate,10000000
920,Under Construction,2,,0,Vanagaram,VNR Homes,4599000
1405,Under Construction,3,,0,Sholinganallur,PS Srijan Developers,7375000
2601,Under Construction,4,,0,T Nagar,Lifestyle Housing,45500000
2475,Under Construction,4,,0,Guindy,Puravankara Limited,39100000
1242,Under Construction,2,,0,Madipakkam,Jones Foundations,8073000
969,Ready to move,2,,1,Perumbakkam,Plaza Group,3196000
937,Under Construction,2,,0,Velachery,Urbando Housing LLP,8130000
1310,Under Construction,3,,0,Medavakkam,EK Realtors,7205000
1340,Ready to move,3,,2,Gowrivakkam,The Nest Builder,9136000
1045,Ready to move,2,2,1,Chromepet,Doshi Housing,5076000
1004,Under Construction,2,,0,Sholinganallur,Grandstyle constructions,6275000
920,Under Construction,2,1,0,Ambattur,vinoth builders,5750000
1005,Ready to move,2,,1,Thalambur,GTK Foundations,5022000
713,Under Construction,2,,0,Thandalam,Baashyaam Group,2236000
900,Ready to move,2,,1,Thirumazhisai,chris,1980000
1325,Under Construction,2,,0,Medavakkam,Krishna Constructions,8413000
1113,Under Construction,2,,0,Ayanambakkam,AKS Housing Dedvelopment Pvt Ltd,5843000
3670,Ready to move,3,,3,Kanathur Reddikuppam,Mayances Construction and Engineering Services,33000000
1208,Ready to move,2,,4,Madipakkam,Ramaniyam Real Estate Builders,8032000
1600,Under Construction,3,,0,Adyar,India Builders Limited,29000000
870,Ready to move,2,,3,Kolapakkam,Ram,4002000
1275,Under Construction,3,,0,Thaiyur,Shatapatri Estates Pvt Ltd,4207000
884,Ready to move,2,,1,Thoraipakkam OMR,Shri Raman Developers,4861000
1092,Under Construction,2,,0,Poonamallee,Sri Hari Developers,4912000
588,Under Construction,2,1,0,Pallavaram,Radiance Realty Developers,4228000
1152,Ready to move,2,3,1,Padur,Pacifica Companies,5021000
910,Under Construction,2,,0,Perumbakkam,BSCPL Infrastructure Ltd,4075000
1548,Ready to move,3,,1,Adyar,Khurinji Homes,26100000
920,Under Construction,2,2,0,Perumbakkam,Saradeuz Realty Constructions,4704000
669,Ready to move,2,,1,East Tambaram,VGK Builders Pvt Ltd,4579000
866,Under Construction,2,,0,Chromepet,Amarprakash Developers Pvt Ltd,3377000
1381,Ready to move,3,,,Tiruvottiyur,Hansa Estates,6569000
1740,Ready to move,3,,4,Iyappanthangal,Prince Foundations Ltd,11800000
1450,Ready to move,3,,1,Padappai,Budget Housing And Properties,5031000
1212,Under Construction,2,,0,Porur,SP Homes Pvt Ltd,7871000
528,Ready to move,2,,1,Pammal,Bharathi Construction,2962000
1605,Under Construction,3,,0,Mugalivakkam,Karuppaswamy Builders,8827000
932,Under Construction,2,2,0,Pammal,Merlin Group,4344000
1002,Ready to move,2,,3,Kelambakkam,Advaita Homes,3305000
768,Under Construction,2,,0,Thirumullaivoyal,Swamaan Developers,2956000
1637,Ready to move,3,,1,Poonamallee,Poojaa Foundation,8839000
6103,Ready to move,4,,5,Sholinganallur,Prestige Estates Projects Ltd,65800000
773,Ready to move,2,,1,Sembakkam,MP Developers,3323000
1220,Under Construction,3,3,,Selaiyur,DAC Promoters,8479000
1974,Under Construction,3,,0,Mogappair,Casagrand Builder Private Limited,13400000
1195,Ready to move,3,,3,Ambattur,Dugar Housing Builders,6700000
1021,Under Construction,2,1,0,Pallavaram,Radiance Realty Developers India Ltd,7108000
2221,Under Construction,3,3,0,Virugambakkam,Traventure Homes Pvt Ltd,18800000
730,Under Construction,2,,0,Thirumazhisai,Urbanrise,3100000
1101,Ready to move,3,,6,Moolakadai,Navin Housing Properties P LTD,8303000
2669,Ready to move,4,,1,Ottiyambakkam,Jones foundation private limited,14600000
510,Under Construction,1,,0,Perungalathur,Isha Homes,2014000
1480,Under Construction,3,,0,Gerugambakkam,Kochar Homes Pvt Ltd,7620000
1500,Under Construction,3,,0,Anna Nagar,Pushkar Properties Pvt Ltd,24000000
919,Under Construction,2,,0,Pammal,Asset Tree Homes,5146000
923,Under Construction,2,2,0,Porur,Urban Tree Infrastructures,6644000
2323,Ready to move,4,,5,Navallur,Olympia Group,11200000
544,Under Construction,1,,0,Thirumazhisai,Vijay Raja Homes Private Limited,2900000
1025,Under Construction,2,,0,Anna Nagar,Kamalam Builder Pvt Ltd,15800000
1972,Ready to move,3,,,Sholinganallur,Appaswamy Real Estate,10800000
920,Under Construction,2,,0,Vanagaram,VNR Homes,4599000
1410,Under Construction,3,,0,Sholinganallur,PS Srijan Developers,7399000
3681,Under Construction,4,4,0,T Nagar,Lifestyle Housing,64400000
3750,Under Construction,5,,0,Guindy,Puravankara Limited,59300000
1380,Under Construction,3,,0,Madipakkam,Jones Foundations,8970000
1205,Ready to move,3,2,1,Perumbakkam,Plaza Group,3975000
942,Under Construction,2,,0,Velachery,Urbando Housing LLP,8170000
939,Under Construction,2,,0,Medavakkam,EK Realtors,5164000
945,Ready to move,2,,2,Gowrivakkam,The Nest Builder,6434000
770,Ready to move,2,,1,Chromepet,Doshi Housing,3740000
1004,Under Construction,2,,0,Sholinganallur,Grandstyle constructions,6275000
1430,Under Construction,3,,0,Ambattur,vinoth builders,8937000
1297,Ready to move,3,,1,Thalambur,GTK Foundations,6482000
663,Under Construction,2,,0,Thandalam,Baashyaam Group,2088000
900,Ready to move,2,,1,Thirumazhisai,chris,1980000
1325,Under Construction,2,,0,Medavakkam,Krishna Constructions,8413000
1047,Under Construction,2,,0,Ayanambakkam,AKS Housing Dedvelopment Pvt Ltd,5496000
4896,Ready to move,4,,3,Kanathur Reddikuppam,Mayances Construction and Engineering Services,44000000
1481,Ready to move,3,,4,Madipakkam,Ramaniyam Real Estate Builders,9632000
1565,Ready to move,3,,2,Anna Nagar,India Builders Limited,24200000
1055,Ready to move,2,,3,Kolapakkam,Ram,4853000
1150,Under Construction,2,2,,Selaiyur,DAC Promoters,7992000
1031,Under Construction,2,2,,Selaiyur,DAC Promoters,7165000
951,Under Construction,2,,0,Chromepet,DAC Promoters,5848000
1054,Under Construction,2,,0,Chromepet,DAC Promoters,6482000
1380,Under Construction,3,,0,Chromepet,DAC Promoters,8487000
1184,Under Construction,2,,0,Chromepet,DAC Promoters,7281000
1248,Under Construction,2,,0,Chromepet,DAC Promoters,7675000
970,Under Construction,2,,0,Chromepet,DAC Promoters,5965000
1434,Under Construction,3,,0,Chromepet,DAC Promoters,8819000
518,Ready to move,1,,1,Sembakkam,MP Developers,2227000
998,Ready to move,2,,1,Sembakkam,MP Developers,4291000
844,Under Construction,2,,0,Mugalivakkam,MP Developers,5021000
931,Under Construction,2,,0,Mugalivakkam,MP Developers,5539000
1004,Under Construction,2,,0,East Tambaram,DAC Promoters,7128000
1020,Under Construction,2,,0,East Tambaram,DAC Promoters,7242000
1324,Under Construction,3,,0,East Tambaram,DAC Promoters,9400000
1224,Under Construction,3,,0,East Tambaram,DAC Promoters,8690000
1096,Under Construction,2,,0,East Tambaram,DAC Promoters,7781000
1335,Under Construction,3,,0,East Tambaram,DAC Promoters,9478000
1035,Under Construction,2,,0,East Tambaram,DAC Promoters,7348000
1572,Under Construction,3,,0,Selaiyur,DAC Promoters,11400000
1643,Under Construction,3,,0,Selaiyur,DAC Promoters,11900000
1625,Under Construction,3,,0,Selaiyur,DAC Promoters,11800000
2295,Under Construction,4,,0,Selaiyur,DAC Promoters,15900000
1760,Under Construction,3,,0,Selaiyur,DAC Promoters,10100000
2544,Under Construction,4,,0,Selaiyur,DAC Promoters,17500000
1630,Under Construction,3,3,0,Selaiyur,DAC Promoters,11500000
1671,Under Construction,3,,0,Selaiyur,DAC Promoters,12100000
1735,Under Construction,3,,0,Selaiyur,DAC Promoters,12200000
2183,Under Construction,4,,0,Selaiyur,DAC Promoters,15200000
2242,Under Construction,4,,0,Selaiyur,DAC Promoters,16000000
1852,Under Construction,3,,0,Selaiyur,DAC Promoters,13400000
1797,Under Construction,3,,0,Selaiyur,DAC Promoters,12900000
2433,Under Construction,4,,0,Mogappair,Casagrand Builder Private Limited,16500000
2495,Under Construction,4,,0,Mogappair,Casagrand Builder Private Limited,16900000
4450,Under Construction,5,,0,Mogappair,Casagrand Builder Private Limited,32700000
1962,Under Construction,3,,0,Mogappair,Casagrand Builder Private Limited,13300000
1310,Under Construction,3,,0,Madhavaram,Radiance Realty Developers India Ltd,6417000
1561,Under Construction,3,,0,Madhavaram,Radiance Realty Developers India Ltd,7647000
1668,Under Construction,3,,0,Madhavaram,Radiance Realty Developers India Ltd,8171000
1053,Under Construction,2,,0,Madhavaram,Radiance Realty Developers India Ltd,5158000
992,Under Construction,2,,0,Madhavaram,Radiance Realty Developers India Ltd,4859000
1293,Under Construction,3,,0,Madhavaram,Radiance Realty Developers India Ltd,6334000
1561,Under Construction,3,,0,Madhavaram,Radiance Realty Developers India Ltd,7647000
1303,Under Construction,3,,0,Madhavaram,Radiance Realty Developers India Ltd,6383000
1172,Under Construction,2,,0,Madhavaram,Radiance Realty Developers India Ltd,5741000
995,Under Construction,2,,0,Madhavaram,Radiance Realty Developers India Ltd,4874000
1272,Under Construction,3,,0,Madhavaram,Radiance Realty Developers India Ltd,6231000
1674,Under Construction,3,,0,Madhavaram,Radiance Realty Developers India Ltd,8200000
1280,Under Construction,3,2,0,Madhavaram,Radiance Realty Developers India Ltd,6270000
1522,Under Construction,3,,0,Madhavaram,Radiance Realty Developers India Ltd,7456000
1400,Under Construction,3,2,0,Pallavaram,Radiance Realty Developers India Ltd,9451000
1310,Under Construction,3,,0,Madhavaram,Radiance Realty Developers India Ltd,6417000
1422,Under Construction,3,,0,Madhavaram,Radiance Realty Developers India Ltd,6966000
994,Under Construction,2,,0,Madhavaram,Radiance Realty Developers India Ltd,4869000
1085,Under Construction,2,,0,Pallavaram,Radiance Realty Developers India Ltd,7382000
853,Under Construction,2,,0,Kundrathur,MP Developers,4009000
819,Under Construction,2,,0,Kundrathur,MP Developers,3849000
825,Under Construction,2,,0,Kundrathur,MP Developers,3877000
824,Under Construction,2,,0,Kundrathur,MP Developers,3872000
1422,Under Construction,3,,0,Madhavaram,Radiance Realty Developers India Ltd,6966000
994,Under Construction,2,,0,Madhavaram,Radiance Realty Developers India Ltd,4869000
992,Under Construction,2,,0,Madhavaram,Radiance Realty Developers India Ltd,4859000
1293,Under Construction,3,,0,Madhavaram,Radiance Realty Developers India Ltd,6334000
1303,Under Construction,3,,0,Madhavaram,Radiance Realty Developers India Ltd,6383000
1172,Under Construction,2,,0,Madhavaram,Radiance Realty Developers India Ltd,5741000
995,Under Construction,2,,0,Madhavaram,Radiance Realty Developers India Ltd,4874000
1272,Under Construction,3,,0,Madhavaram,Radiance Realty Developers India Ltd,6231000
1280,Under Construction,3,2,0,Madhavaram,Radiance Realty Developers India Ltd,6270000
1286,Under Construction,3,,0,Madhavaram,Radiance Realty Developers India Ltd,6300000
1009,Under Construction,2,,0,Madhavaram,Radiance Realty Developers India Ltd,4943000
1576,Ready to move,3,,1,Kundrathur,MP Developers,8037000
1547,Ready to move,3,,1,Kundrathur,MP Developers,7889000
1582,Ready to move,3,,1,Kundrathur,MP Developers,8068000
1390,Ready to move,3,,1,Kundrathur,MP Developers,7089000
1454,Ready to move,3,,1,Kundrathur,MP Developers,7415000
1391,Ready to move,3,,1,Kundrathur,MP Developers,7094000
1562,Ready to move,3,,1,Kundrathur,MP Developers,7966000
2221,Under Construction,3,3,0,Virugambakkam,Traventure Homes Pvt Ltd,18800000
2221,Under Construction,3,3,0,Virugambakkam,Traventure Homes Pvt Ltd,18800000
849,Under Construction,2,,0,Thirumazhisai,Urbanrise,3600000
1240,Under Construction,2,,0,Perumbakkam,Casagrand Builder Private Limited,5700000
2320,Under Construction,4,,0,Perumbakkam,Casagrand Builder Private Limited,11000000
1360,Under Construction,3,2,0,Perumbakkam,Casagrand Builder Private Limited,6260000
1962,Under Construction,3,3,0,Perumbakkam,Casagrand Builder Private Limited,9029000
2211,Under Construction,4,2,0,Mogappair,Casagrand Builder Private Limited,13800000
1668,Under Construction,3,,0,Mogappair,Casagrand Builder Private Limited,9757000
1470,Under Construction,3,2,0,Mogappair,Casagrand Builder Private Limited,8599000
1342,Under Construction,2,,0,Mogappair,Casagrand Builder Private Limited,8386000
1947,Under Construction,3,,0,Mogappair,Casagrand Builder Private Limited,12100000
1051,Under Construction,2,2,0,Mogappair,Casagrand Builder Private Limited,6148000
1849,Under Construction,3,,0,Mogappair,Casagrand Builder Private Limited,11500000
2228,Under Construction,4,,0,Mogappair,Casagrand Builder Private Limited,13900000
1363,Under Construction,2,,0,Mogappair,Casagrand Builder Private Limited,8517000
1197,Under Construction,2,2,0,Mogappair,Casagrand Builder Private Limited,7002000
1113,Under Construction,2,,0,Mogappair,Casagrand Builder Private Limited,4730000
1636,Under Construction,3,,0,Mogappair,Casagrand Builder Private Limited,6953000
1209,Under Construction,2,2,0,Mogappair,Casagrand Builder Private Limited,5138000
1613,Under Construction,3,,0,Mogappair,Casagrand Builder Private Limited,6855000
1353,Under Construction,3,2,0,Mogappair,Casagrand Builder Private Limited,5750000
1656,Under Construction,3,3,0,Mogappair,Casagrand Builder Private Limited,7038000
1530,Under Construction,3,3,0,Mogappair,Casagrand Builder Private Limited,6502000
1396,Under Construction,3,2,0,Mogappair,Casagrand Builder Private Limited,5933000
1532,Under Construction,3,,0,Mogappair,Casagrand Builder Private Limited,6511000
1469,Ready to move,3,,2,Vengaivasal,Navin Housing Properties P LTD,8740000
1371,Ready to move,3,,2,Vengaivasal,Navin Housing Properties P LTD,8157000
594,Ready to move,2,,2,Vengaivasal,Navin Housing Properties P LTD,3534000
1484,Ready to move,3,,2,Vengaivasal,Navin Housing Properties P LTD,8829000
591,Ready to move,2,,2,Vengaivasal,Navin Housing Properties P LTD,3516000
598,Ready to move,2,,2,Vengaivasal,Navin Housing Properties P LTD,3558000
601,Ready to move,2,,2,Vengaivasal,Navin Housing Properties P LTD,3575000
2132,Ready to move,4,,1,Ottiyambakkam,Jones foundation private limited,11700000
2042,Ready to move,3,,1,Ottiyambakkam,Jones foundation private limited,11200000
2701,Ready to move,3,,1,Ottiyambakkam,Jones foundation private limited,14800000
1521,Ready to move,3,,1,Ottiyambakkam,Jones foundation private limited,8365000
1978,Ready to move,4,,1,Ottiyambakkam,Jones foundation private limited,10800000
1421,Ready to move,3,,1,Ottiyambakkam,Jones foundation private limited,7815000
1740,Under Construction,3,,0,Sholinganallur,Casagrand Builder Private Limited,7998000
1740,Under Construction,3,,0,Sholinganallur,Casagrand Builder Private Limited,7998000
2055,Under Construction,4,,0,Sholinganallur,Casagrand Builder Private Limited,9448000
2055,Under Construction,4,,0,Sholinganallur,Casagrand Builder Private Limited,9448000
1494,Under Construction,3,2,0,Sholinganallur,Casagrand Builder Private Limited,6869000
1494,Under Construction,3,2,0,Sholinganallur,Casagrand Builder Private Limited,6869000
614,Under Construction,2,,0,Perungalathur,Isha Homes,2425000
618,Under Construction,2,1,0,Perungalathur,Isha Homes,2441000
504,Under Construction,1,,0,Perungalathur,Isha Homes,1990000
1005,Under Construction,2,,0,Gerugambakkam,Kochar Homes Pvt Ltd,5307000
1069,Under Construction,2,,0,Gerugambakkam,Kochar Homes Pvt Ltd,5664000
903,Under Construction,2,,0,Perungalathur,Isha Homes,3770000
1054,Under Construction,2,,0,Perungalathur,Isha Homes,4400000
971,Under Construction,2,,0,Perungalathur,Isha Homes,4053000
1222,Under Construction,3,,0,Perungalathur,Isha Homes,5101000
795,Under Construction,2,,0,Perungalathur,Isha Homes,3319000
1156,Under Construction,2,,0,Perungalathur,Isha Homes,4826000
865,Under Construction,2,,0,Perungalathur,Isha Homes,3611000
896,Under Construction,2,,0,Perungalathur,Isha Homes,3740000
953,Under Construction,2,,0,Perungalathur,Isha Homes,3978000
786,Under Construction,2,,0,Perungalathur,Isha Homes,3281000
1144,Under Construction,3,,0,Perungalathur,Isha Homes,4776000
884,Under Construction,2,,0,Perungalathur,Isha Homes,3690000
857,Under Construction,2,,0,Perungalathur,Isha Homes,3577000
789,Under Construction,2,,0,Perungalathur,Isha Homes,3294000
784,Under Construction,2,,0,Perungalathur,Isha Homes,3273000
783,Under Construction,2,,0,Perungalathur,Isha Homes,3269000
1132,Under Construction,3,,0,Perungalathur,Isha Homes,4726000
813,Under Construction,2,,0,Perungalathur,Isha Homes,3394000
1948,Ready to move,3,,1,Kelambakkam,Isha Homes,10700000
2122,Ready to move,3,,1,Kelambakkam,Isha Homes,11600000
2134,Ready to move,3,,1,Kelambakkam,Isha Homes,11700000
1727,Ready to move,3,,1,Kelambakkam,Isha Homes,9498000
2526,Ready to move,3,,1,Kelambakkam,Isha Homes,13800000
1726,Ready to move,3,,1,Kelambakkam,Isha Homes,9493000
1700,Ready to move,3,,1,Kelambakkam,Isha Homes,9350000
1994,Ready to move,3,,1,Kelambakkam,Isha Homes,10900000
1500,Under Construction,3,,0,Anna Nagar,Pushkar Properties Pvt Ltd,24000000
1500,Under Construction,3,,0,Anna Nagar,Pushkar Properties Pvt Ltd,24000000
1500,Under Construction,3,,0,Anna Nagar,Pushkar Properties Pvt Ltd,24000000
1155,Under Construction,3,,0,Pammal,Asset Tree Homes,6699000
860,Under Construction,2,,0,Pammal,Asset Tree Homes,4988000
795,Under Construction,2,,0,Pammal,Asset Tree Homes,4611000
873,Under Construction,2,,0,Pammal,Asset Tree Homes,4888000
1330,Under Construction,3,,0,Pammal,Asset Tree Homes,7448000
1330,Under Construction,3,,0,Pammal,Asset Tree Homes,7448000
1132,Under Construction,3,,0,Pammal,Asset Tree Homes,6339000
1132,Under Construction,3,,0,Pammal,Asset Tree Homes,6339000
1301,Under Construction,3,,0,Pammal,Asset Tree Homes,7285000
1301,Under Construction,3,,0,Pammal,Asset Tree Homes,7285000
1155,Under Construction,3,,0,Pammal,Asset Tree Homes,6699000
795,Under Construction,2,,0,Pammal,Asset Tree Homes,4611000
860,Under Construction,2,,0,Pammal,Asset Tree Homes,4988000
1155,Under Construction,3,,0,Pammal,Asset Tree Homes,6699000
795,Under Construction,2,,0,Pammal,Asset Tree Homes,4611000
1155,Under Construction,3,,0,Pammal,Asset Tree Homes,6699000
860,Under Construction,2,,0,Pammal,Asset Tree Homes,4988000
795,Under Construction,2,,0,Pammal,Asset Tree Homes,4611000
1166,Under Construction,3,,0,Pammal,Asset Tree Homes,6762000
860,Under Construction,2,,0,Pammal,Asset Tree Homes,4988000
1166,Under Construction,3,,0,Pammal,Asset Tree Homes,6762000
1044,Under Construction,3,,0,Pammal,Asset Tree Homes,6055000
1044,Under Construction,3,,0,Pammal,Asset Tree Homes,6055000
729,Under Construction,2,,0,Pammal,Asset Tree Homes,4228000
1044,Under Construction,3,,0,Pammal,Asset Tree Homes,6055000
729,Under Construction,2,,0,Pammal,Asset Tree Homes,4228000
729,Under Construction,2,,0,Pammal,Asset Tree Homes,4228000
1328,Under Construction,3,,0,Pammal,Asset Tree Homes,7702000
1328,Under Construction,3,,0,Pammal,Asset Tree Homes,7702000
993,Under Construction,3,,0,Pammal,Asset Tree Homes,5759000
993,Under Construction,3,,0,Pammal,Asset Tree Homes,5759000
1067,Under Construction,3,,0,Pammal,Asset Tree Homes,6188000
1067,Under Construction,3,,0,Pammal,Asset Tree Homes,6188000
815,Under Construction,2,,0,Pammal,Asset Tree Homes,4727000
815,Under Construction,2,,0,Pammal,Asset Tree Homes,4727000
1287,Under Construction,3,,0,Porur,Urban Tree Infrastructures,9265000
1085,Under Construction,3,3,0,Porur,Urban Tree Infrastructures,7810000
1027,Under Construction,2,,0,Porur,Urban Tree Infrastructures,7393000
971,Under Construction,2,,0,Porur,Urban Tree Infrastructures,6990000
966,Under Construction,2,,0,Porur,Urban Tree Infrastructures,6954000
1579,Ready to move,3,3,5,Navallur,Olympia Group,7105000
2388,Ready to move,4,,5,Navallur,Olympia Group,11500000
1578,Ready to move,3,,5,Navallur,Olympia Group,7101000
1386,Ready to move,3,,5,Navallur,Olympia Group,6237000
1567,Ready to move,3,,5,Navallur,Olympia Group,7051000
561,Under Construction,2,,0,Thirumazhisai,Vijay Raja Homes Private Limited,2800000
319,Under Construction,1,1,0,Thirumazhisai,Vijay Raja Homes Private Limited,1600000
576,Under Construction,2,,0,Thirumazhisai,Vijay Raja Homes Private Limited,3000000
300,Under Construction,1,1,0,Thirumazhisai,Vijay Raja Homes Private Limited,1536000
957,Under Construction,2,,0,Vanagaram,VNR Homes,4784000
957,Under Construction,2,,0,Vanagaram,VNR Homes,4784000
920,Under Construction,2,,0,Vanagaram,VNR Homes,4599000
920,Under Construction,2,,0,Vanagaram,VNR Homes,4599000
957,Under Construction,2,,0,Vanagaram,VNR Homes,4784000
957,Under Construction,2,,0,Vanagaram,VNR Homes,4784000
912,Under Construction,2,,0,Vanagaram,VNR Homes,4559000
912,Under Construction,2,,0,Vanagaram,VNR Homes,4559000
976,Under Construction,2,,0,Vanagaram,VNR Homes,4879000
976,Under Construction,2,,0,Vanagaram,VNR Homes,4879000
925,Under Construction,2,,0,Vanagaram,VNR Homes,4624000
925,Under Construction,2,,0,Vanagaram,VNR Homes,4624000
885,Under Construction,2,,0,Sholinganallur,PS Srijan Developers,4864000
1415,Under Construction,3,,0,Sholinganallur,PS Srijan Developers,7423000
890,Under Construction,2,,0,Sholinganallur,PS Srijan Developers,4888000
860,Under Construction,2,,0,Sholinganallur,PS Srijan Developers,4743000
850,Under Construction,2,,0,Sholinganallur,PS Srijan Developers,4695000
865,Under Construction,2,,0,Sholinganallur,PS Srijan Developers,4767000
1400,Under Construction,3,,0,Sholinganallur,PS Srijan Developers,7351000
2525,Ready to move,4,,,Sholinganallur,Appaswamy Real Estate,13800000
1365,Ready to move,2,,,Sholinganallur,Appaswamy Real Estate,7507000
1252,Ready to move,2,,,Sholinganallur,Appaswamy Real Estate,6886000
1847,Ready to move,3,,,Sholinganallur,Appaswamy Real Estate,10100000
1356,Ready to move,2,,,Sholinganallur,Appaswamy Real Estate,7458000
2418,Ready to move,3,,,Sholinganallur,Appaswamy Real Estate,13200000
1171,Ready to move,2,,,Sholinganallur,Appaswamy Real Estate,6440000
1998,Ready to move,3,,,Sholinganallur,Appaswamy Real Estate,10900000
1402,Ready to move,2,,,Sholinganallur,Appaswamy Real Estate,7711000
1458,Ready to move,2,,,Sholinganallur,Appaswamy Real Estate,8019000
1285,Ready to move,2,,,Sholinganallur,Appaswamy Real Estate,7067000
2580,Ready to move,4,,,Sholinganallur,Appaswamy Real Estate,14100000
1653,Ready to move,3,,,Sholinganallur,Appaswamy Real Estate,9091000
2357,Ready to move,3,,,Sholinganallur,Appaswamy Real Estate,12900000
1660,Ready to move,3,,,Sholinganallur,Appaswamy Real Estate,9130000
1469,Ready to move,2,,,Sholinganallur,Appaswamy Real Estate,8079000
1264,Ready to move,2,,,Sholinganallur,Appaswamy Real Estate,6952000
1198,Ready to move,2,,,Sholinganallur,Appaswamy Real Estate,6589000
1737,Ready to move,3,,5,Siruseri,Appaswamy Real Estate,6425000
1640,Ready to move,3,,5,Siruseri,Appaswamy Real Estate,6066000
1547,Ready to move,3,,5,Siruseri,Appaswamy Real Estate,5722000
1584,Ready to move,3,,5,Siruseri,Appaswamy Real Estate,5859000
1487,Ready to move,3,,5,Siruseri,Appaswamy Real Estate,5500000
1591,Ready to move,3,,5,Siruseri,Appaswamy Real Estate,5885000
1890,Under Construction,3,,0,Guindy,Puravankara Limited,29800000
2583,Ready to move,4,2,1,Kanathur Reddikuppam,Casagrand Builder Private Limited,12100000
5037,Ready to move,5,,1,Kanathur Reddikuppam,Casagrand Builder Private Limited,29200000
2635,Ready to move,4,4,1,Kanathur Reddikuppam,Casagrand Builder Private Limited,12300000
5093,Ready to move,5,,1,Kanathur Reddikuppam,Casagrand Builder Private Limited,29500000
1865,Ready to move,3,3,1,Kanathur Reddikuppam,Casagrand Builder Private Limited,8599000
1635,Under Construction,3,,0,Manapakkam,Casagrand Builder Private Limited,8500000
1274,Under Construction,2,2,0,Manapakkam,Casagrand Builder Private Limited,6499000
2323,Under Construction,4,,0,Manapakkam,Casagrand Builder Private Limited,13500000
1914,Under Construction,3,3,0,Manapakkam,Casagrand Builder Private Limited,9950000
1280,Under Construction,2,,0,Manapakkam,Casagrand Builder Private Limited,6530000
1328,Under Construction,2,2,0,Manapakkam,Casagrand Builder Private Limited,6770000
2372,Under Construction,4,,0,Manapakkam,Casagrand Builder Private Limited,13800000
1528,Under Construction,3,2,0,Manapakkam,Casagrand Builder Private Limited,7789000
1530,Ready to move,3,,1,Ayanambakkam,Casagrand Builder Private Limited,7879000
1599,Ready to move,3,,1,Ayanambakkam,Casagrand Builder Private Limited,8230000
1472,Under Construction,3,,0,Medavakkam,Casagrand Builder Private Limited,6550000
2140,Under Construction,4,,0,Medavakkam,Casagrand Builder Private Limited,9523000
835,Under Construction,2,,0,Medavakkam,Casagrand Builder Private Limited,3715000
1314,Under Construction,3,,0,Medavakkam,Casagrand Builder Private Limited,5847000
1781,Under Construction,3,,0,Medavakkam,Casagrand Builder Private Limited,7925000
1792,Under Construction,3,,0,Medavakkam,Casagrand Builder Private Limited,7974000
1605,Ready to move,3,,1,Karapakkam,Casagrand Builder Private Limited,7400000
1616,Ready to move,3,2,1,Karapakkam,Casagrand Builder Private Limited,7916000
1626,Ready to move,3,,1,Karapakkam,Casagrand Builder Private Limited,7500000
1882,Under Construction,3,,0,Madipakkam,Jones Foundations,12200000
1223,Under Construction,2,,0,Madipakkam,Jones Foundations,7949000
1296,Under Construction,2,,0,Madipakkam,Jones Foundations,8424000
1471,Under Construction,3,,0,Madipakkam,Jones Foundations,9561000
1807,Under Construction,3,,0,Madipakkam,Jones Foundations,11700000
1477,Under Construction,3,,0,Madipakkam,Jones Foundations,9600000
1871,Under Construction,3,,0,Madipakkam,Jones Foundations,12100000
1220,Under Construction,2,,0,Madipakkam,Jones Foundations,7930000
1947,Under Construction,3,,0,Madipakkam,Jones Foundations,12600000
1417,Under Construction,3,,0,Madipakkam,Jones Foundations,9210000
1213,Under Construction,2,,0,Madipakkam,Jones Foundations,7884000
1194,Under Construction,2,,0,Madipakkam,Jones Foundations,7761000
1922,Under Construction,3,,0,Madipakkam,Jones Foundations,12400000
1255,Under Construction,2,,0,Madipakkam,Jones Foundations,8157000
1269,Under Construction,2,,0,Madipakkam,Jones Foundations,8248000
1925,Under Construction,3,,0,Madipakkam,Jones Foundations,12500000
